,City,Lat,Lon,Zipcode
656,Chicago,41.701234,-87.6493,60643
657,Chicago,41.692261,-87.64257,60643
658,Chicago,41.684893,-87.645297,60643
659,Chicago,41.705025,-87.642372,60628
660,Chicago,41.705214,-87.629135,60628
661,Chicago,41.704904,-87.656905,60643
662,Chicago,41.712111,-87.667863,60643
663,Chicago,41.728295,-87.667543,60620
664,Chicago,41.719712,-87.642879,60628
665,Chicago,41.727466,-87.634847,60620
666,Chicago,41.726682,-87.654222,60620
667,Chicago,41.732419,-87.658028,60620
668,Chicago,41.743705,-87.634039,60620
669,Chicago,41.737819,-87.644938,60620
670,Chicago,41.741537,-87.658505,60620
671,Chicago,41.895407,-87.733551,60651
672,Chicago,41.89527,-87.717463,60624
673,Chicago,41.886566,-87.701678,60612
674,Chicago,41.89185,-87.716539,60624
675,Chicago,41.898656,-87.755363,60651
676,Chicago,41.902397,-87.770441,60651
677,Chicago,41.90208,-87.750953,60651
678,Chicago,41.902302,-87.733591,60651
679,Chicago,41.905839,-87.754797,60651
680,Chicago,41.909172,-87.760993,60639
681,Chicago,41.909725,-87.770225,60639
682,Chicago,41.909218,-87.797143,60707
683,Chicago,41.883031,-87.649927,60607
684,Chicago,41.885554,-87.648422,60661
685,Chicago,41.885495,-87.653436,60607
686,Chicago,41.881353,-87.693982,60612
687,Chicago,41.877512,-87.697335,60612
688,Chicago,41.870944,-87.700144,60612
689,Chicago,41.866557,-87.701288,60612
690,Chicago,41.868112,-87.710966,60624
691,Chicago,41.866436,-87.730006,60624
692,Chicago,41.865789,-87.771766,60644
693,Chicago,41.860726,-87.731291,60623
694,Chicago,41.862329,-87.715801,60623
695,Chicago,41.859221,-87.717735,60623
696,Chicago,41.858837,-87.707978,60623
697,Chicago,41.859361,-87.703026,60623
698,Chicago,41.862007,-87.703104,60623
699,Chicago,41.859172,-87.695442,60608
700,Chicago,41.851617,-87.690629,60608
701,Chicago,41.840249,-87.694138,60608
702,Chicago,41.839157,-87.701944,60623
703,Chicago,41.838921,-87.716823,60623
704,Chicago,41.836674,-87.725629,60623
705,Chicago,41.837102,-87.730502,60623
706,Chicago,41.844225,-87.732075,60623
707,Chicago,41.844439,-87.723256,60623
708,Chicago,41.846546,-87.700123,60623
709,Chicago,41.851471,-87.731123,60623
710,Chicago,41.853468,-87.724518,60623
711,Chicago,41.771504,-87.693346,60629
712,Chicago,41.780988,-87.683335,60636
713,Chicago,41.778776,-87.688582,60636
714,Chicago,41.779149,-87.705635,60629
715,Chicago,41.77989,-87.717808,60629
716,Chicago,41.778796,-87.732466,60629
717,Chicago,41.774891,-87.72876,60629
718,Chicago,41.784185,-87.722518,60629
719,Chicago,41.774524,-87.710227,60629
720,Chicago,41.786354,-87.687432,60636
721,Chicago,41.786483,-87.697335,60629
722,Chicago,41.785975,-87.710562,60629
723,Chicago,41.789942,-87.703201,60629
724,Chicago,41.790326,-87.688911,60636
725,Chicago,41.794083,-87.685786,60609
726,Chicago,41.794398,-87.711539,60632
727,Chicago,41.793284,-87.724163,60632
728,Chicago,41.793309,-87.730587,60632
729,Chicago,41.802136,-87.748909,60638
730,Chicago,41.802314,-87.734268,60632
731,Chicago,41.800457,-87.724609,60632
732,Chicago,41.799049,-87.703402,60632
733,Chicago,41.800908,-87.686759,60632
734,Chicago,41.804794,-87.704024,60632
735,Chicago,41.808415,-87.696591,60632
736,Chicago,41.811396,-87.703989,60632
737,Chicago,41.808046,-87.721214,60632
738,Chicago,41.807519,-87.730847,60632
739,Chicago,41.809331,-87.747814,60638
740,Chicago,41.816263,-87.724623,60632
741,Chicago,41.815493,-87.702425,60632
742,Chicago,41.813592,-87.693218,60632
743,Chicago,41.823412,-87.689661,60632
744,Chicago,41.828224,-87.694507,60632
745,Chicago,41.822186,-87.699663,60632
746,Chicago,41.831948,-87.677852,60608
747,Chicago,41.834081,-87.675623,60608
748,Chicago,41.912563,-87.76863,60639
749,Chicago,41.916917,-87.767165,60639
750,Chicago,41.915737,-87.785108,60639
751,Chicago,41.912214,-87.805782,60707
752,Chicago,41.92227,-87.80206,60707
753,Chicago,41.923788,-87.772337,60639
754,Chicago,41.922631,-87.760948,60639
755,Chicago,41.923971,-87.751152,60639
756,Chicago,41.916693,-87.749508,60639
757,Chicago,41.912725,-87.74365,60639
758,Chicago,41.922265,-87.739011,60639
759,Chicago,41.831278,-87.608766,60653
760,Chicago,41.972193,-87.703034,60625
761,Chicago,41.974705,-87.697926,60625
762,Chicago,41.973816,-87.713067,60625
763,Chicago,41.972225,-87.708675,60625
764,Chicago,41.982966,-87.711443,60659
765,Chicago,41.990215,-87.708573,60659
766,Chicago,41.988313,-87.703062,60659
767,Chicago,41.984785,-87.701582,60659
768,Chicago,41.98122,-87.705173,60625
769,Chicago,41.990634,-87.697054,60659
770,Chicago,41.986751,-87.68993,60659
771,Chicago,41.969656,-87.689535,60625
772,Chicago,41.960992,-87.700973,60618
773,Chicago,41.957552,-87.697771,60618
774,Chicago,41.953785,-87.69078,60618
775,Chicago,41.950319,-87.688089,60618
776,Chicago,41.954123,-87.704444,60618
777,Chicago,41.946098,-87.702993,60618
778,Chicago,41.941492,-87.700892,60618
779,Chicago,41.939522,-87.705269,60618
780,Chicago,41.938659,-87.692997,60618
781,Chicago,41.933919,-87.690785,60618
782,Chicago,41.933833,-87.702252,60618
783,Chicago,41.931524,-87.711572,60647
784,Chicago,41.92468,-87.700576,60647
785,Chicago,41.912247,-87.67723,60647
786,Chicago,41.905488,-87.709459,60651
787,Chicago,41.903968,-87.72109,60651
788,Chicago,41.898947,-87.716519,60651
789,Chicago,41.895325,-87.721594,60651
790,Chicago,41.886233,-87.71468,60624
791,Chicago,41.879299,-87.725496,60624
792,Chicago,41.88053,-87.730723,60624
793,Chicago,41.881864,-87.733415,60624
794,Chicago,41.872872,-87.753336,60644
795,Chicago,41.877589,-87.769366,60644
796,Chicago,41.88001,-87.770273,60644
797,Chicago,41.878315,-87.76489,60644
798,Chicago,41.923806,-87.784325,60639
